1	-0.773420	-nan
2	0.000000	-nan
3	0.000000	-nan
4	0.000000	-nan
5	0.000000	-nan
6	0.000000	-nan
7	0.000000	-nan
8	0.000000	-nan
9	0.000000	-nan
10	0.000000	-nan
11	0.000000	-nan
12	0.000000	-nan
13	0.000000	-nan
14	0.000000	-nan
15	0.000000	-nan
16	0.000000	-nan
17	0.000000	-nan
18	0.000000	-nan
19	0.000000	-nan
20	0.000000	-nan
21	0.000000	-nan
22	0.000000	-nan
23	0.000000	-nan
24	0.000000	-nan
25	0.000000	-nan
26	0.000000	-nan
27	0.000000	-nan
28	0.000000	-nan
29	0.000000	-nan
30	0.000000	-nan
31	0.000000	-nan
32	0.000000	-nan
33	0.000000	-nan
34	0.000000	-nan
35	0.000000	-nan
36	0.000000	-nan
37	0.000000	-nan
38	0.000000	-nan
39	0.000000	-nan
40	0.000000	-nan
41	0.000000	-nan
42	0.000000	-nan
43	0.000000	-nan
44	0.000000	-nan
45	0.000000	-nan
46	0.000000	-nan
47	0.000000	-nan
48	0.000000	-nan
49	0.000000	-nan
50	0.000000	-nan
51	0.000000	-nan
52	0.000000	-nan
53	0.000000	-nan
54	0.000000	-nan
55	0.000000	-nan
56	0.000000	-nan
57	0.000000	-nan
58	0.000000	-nan
59	0.000000	-nan
60	0.000000	-nan
61	0.000000	-nan
62	0.000000	-nan
63	0.000000	-nan
64	0.000000	-nan
65	0.000000	-nan
66	0.000000	-nan
67	0.000000	-nan
68	0.000000	-nan
69	0.000000	-nan
70	0.000000	-nan
71	0.000000	-nan
72	0.000000	-nan
73	0.000000	-nan
74	0.000000	-nan
75	0.000000	-nan
76	0.000000	-nan
77	0.000000	-nan
78	0.000000	-nan
79	0.000000	-nan
80	0.000000	-nan
81	0.000000	-nan
82	0.000000	-nan
83	0.000000	-nan
84	0.000000	-nan
85	0.000000	-nan
86	0.000000	-nan
87	0.000000	-nan
88	0.000000	-nan
89	0.000000	-nan
90	0.000000	-nan
91	0.000000	-nan
92	0.000000	-nan
93	0.000000	-nan
94	0.000000	-nan
95	0.000000	-nan
96	0.000000	-nan
97	0.000000	-nan
98	0.000000	-nan
99	0.000000	-nan
100	0.000000	-nan
101	0.000000	-nan
102	0.000000	-nan
103	0.000000	-nan
104	0.000000	-nan
105	0.000000	-nan
106	0.000000	-nan
107	0.000000	-nan
108	0.000000	-nan
109	0.000000	-nan
110	0.000000	-nan
111	0.000000	-nan
112	0.000000	-nan
113	0.000000	-nan
114	0.000000	-nan
115	0.000000	-nan
116	0.000000	-nan
117	0.000000	-nan
118	0.000000	-nan
119	0.000000	-nan
120	0.000000	-nan
121	0.000000	-nan
122	0.000000	-nan
123	0.000000	-nan
124	0.000000	-nan
125	0.000000	-nan
126	0.000000	-nan
127	0.000000	-nan
128	0.000000	-nan
129	0.000000	-nan
130	0.000000	-nan
131	0.000000	-nan
132	0.000000	-nan
133	0.000000	-nan
134	0.000000	-nan
135	0.000000	-nan
136	0.000000	-nan
137	0.000000	-nan
138	0.000000	-nan
139	0.000000	-nan
140	0.000000	-nan
141	0.000000	-nan
142	0.000000	-nan
143	0.000000	-nan
144	0.000000	-nan
145	0.000000	-nan
146	0.000000	-nan
147	0.000000	-nan
148	0.000000	-nan
149	0.000000	-nan
150	0.000000	-nan
151	0.000000	-nan
152	0.000000	-nan
153	0.000000	-nan
154	0.000000	-nan
155	0.000000	-nan
156	0.000000	-nan
157	0.000000	-nan
158	0.000000	-nan
159	0.000000	-nan
160	0.000000	-nan
161	0.000000	-nan
162	0.000000	-nan
163	0.000000	-nan
164	0.000000	-nan
165	0.000000	-nan
166	0.000000	-nan
167	0.000000	-nan
168	0.000000	-nan
169	0.000000	-nan
170	0.000000	-nan
171	0.000000	-nan
172	0.000000	-nan
173	0.000000	-nan
174	0.000000	-nan
175	0.000000	-nan
176	0.000000	-nan
177	0.000000	-nan
178	0.000000	-nan
179	0.000000	-nan
180	0.000000	-nan
181	0.000000	-nan
182	0.000000	-nan
183	0.000000	-nan
184	0.000000	-nan
185	0.000000	-nan
186	0.000000	-nan
187	0.000000	-nan
188	0.000000	-nan
189	0.000000	-nan
190	0.000000	-nan
191	0.000000	-nan
192	0.000000	-nan
193	0.000000	-nan
194	0.000000	-nan
195	0.000000	-nan
196	0.000000	-nan
197	0.000000	-nan
198	0.000000	-nan
199	0.000000	-nan
200	0.000000	-nan
201	0.000000	-nan
202	0.000000	-nan
203	0.000000	-nan
204	0.000000	-nan
205	0.000000	-nan
206	0.000000	-nan
207	0.000000	-nan
208	0.000000	-nan
209	0.000000	-nan
210	0.000000	-nan
211	0.000000	-nan
212	0.000000	-nan
213	0.000000	-nan
214	0.000000	-nan
215	0.000000	-nan
216	0.000000	-nan
217	0.000000	-nan
218	0.000000	-nan
219	0.000000	-nan
220	0.000000	-nan
221	0.000000	-nan
222	0.000000	-nan
223	0.000000	-nan
224	0.000000	-nan
225	0.000000	-nan
226	0.000000	-nan
227	0.000000	-nan
228	0.000000	-nan
229	0.000000	-nan
230	0.000000	-nan
231	0.000000	-nan
232	0.000000	-nan
233	0.000000	-nan
234	0.000
